country,countrycode,year,month,cpi_sa,cpi_yoy_nsa,exchange_rate_neer,exchange_rate_reer,exchnage_rate_vs_usd,ind_prod_const,ind_prod_const_sa,time,usa_imp_sa,usa_ip_sa,chn_ip_sa,ln_ip,ln_usa_ip,ln_chn_ip,ln_usa_imports,ln_er_usd,cc
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1998,2,76.09022996,4.415547471,98.5324845,95.94654225,3.82665,4526050472,4769492746,457,74184,2.33E+11,50452115592,22.28550579,26.1755713,24.64429052,11.21430377,1.341989747,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1998,2,53.15815445,7.651601181,132.8964406,93.1444605,40.14125,6599709764,6233136329,457,74184,2.33E+11,50452115592,22.55314547,26.1755713,24.64429052,11.21430377,3.692404484,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1998,2,75.10990502,8.7757971,80.4201695,76.8079055,46.055,5602920429,5439941718,457,74184,2.33E+11,50452115592,22.41703418,26.1755713,24.64429052,11.21430377,3.829836334,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1998,2,86.31076752,1.047782127,94.52479005,104.1350673,1.6522,2324321272,2513824725,457,74184,2.33E+11,50452115592,21.64507123,26.1755713,24.64429052,11.21430377,0.502107733,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1998,3,76.82332675,5.200332061,100.0727316,97.56934045,3.733090909,4951316960,4914485618,458,76369,2.33E+11,50813949281,22.31545293,26.17630873,24.65143675,11.24333213,1.317236552,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1998,3,85.77564192,0.912244285,95.88250958,104.7298764,1.6175,2947969698,2567451525,458,76369,2.33E+11,50813949281,21.66617962,26.17630873,24.65143675,11.24333213,0.480881747,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1998,3,53.75928044,8.112679868,137.3554493,96.76930045,38.77863636,7019627671,6213571131,458,76369,2.33E+11,50813949281,22.55000163,26.17630873,24.65143675,11.24333213,3.657869486,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1998,3,75.81803943,9.262021514,89.697715,86.27663864,41.2825,6370406039,5677817737,458,76369,2.33E+11,50813949281,22.45983279,26.17630873,24.65143675,11.24333213,3.720438681,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1998,4,77.00424303,5.480315413,99.73226691,97.14205136,3.731318182,4971567745,4868502881,459,76350,2.34E+11,51392962198,22.30605231,26.17992923,24.66276708,11.24308331,1.316761571,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1998,4,85.82439523,0.50704838,96.82843252,105.5218159,1.599863636,2465562223,2558503580,459,76350,2.34E+11,51392962198,21.66268839,26.17992923,24.66276708,11.24308331,0.469918398,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1998,4,76.34477707,9.868705793,93.11049682,90.00923364,39.56272727,5111705627,5707473286,459,76350,2.34E+11,51392962198,22.46504226,26.17992923,24.66276708,11.24308331,3.677887445,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1998,4,54.14619922,8.341000381,137.8462551,97.55769318,38.36,6200787753,6087192748,459,76350,2.34E+11,51392962198,22.52945285,26.17992923,24.66276708,11.24308331,3.64701525,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1998,5,85.62241724,0.065116531,95.62498607,103.3830019,1.635190476,2304801176,2331335342,460,76492,2.36E+11,51897392503,21.56970705,26.18632525,24.67253439,11.24494144,0.491759297,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1998,5,54.95256039,9.826291606,136.3654731,97.72732786,39.17619048,6403748074,5896752829,460,76492,2.36E+11,51897392503,22.49766767,26.18632525,24.67253439,11.24494144,3.668069176,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1998,5,76.78996111,10.20477419,95.17588714,92.32949786,39.10404762,5372723946,5380831022,460,76492,2.36E+11,51897392503,22.40610866,26.18632525,24.67253439,11.24494144,3.666225981,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1998,5,77.12697251,5.318635413,98.54372458,96.10225095,3.803238095,4860188427,4805826012,460,76492,2.36E+11,51897392503,22.29309477,26.18632525,24.67253439,11.24494144,1.335852834,MYS
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1998,6,77.91151868,6.290681482,96.48705134,94.63590818,4.002636364,4688056753,4825304161,461,74911,2.34E+11,52166879926,22.29713961,26.18001645,24.67771365,11.22405602,1.386953235,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1998,6,85.55276965,-0.192297275,94.60518203,101.9106627,1.696363636,2587407410,2465615388,461,74911,2.34E+11,52166879926,21.62570726,26.18001645,24.67771365,11.22405602,0.528486923,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1998,6,77.22263385,10.578396,90.04174364,87.69235955,42.32590909,5576070738,5691921029,461,74911,2.34E+11,52166879926,22.46231364,26.18001645,24.67771365,11.22405602,3.745399407,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1998,6,55.50882623,9.976669259,134.813958,97.62792227,40.46772727,6900650930,6118678012,461,74911,2.34E+11,52166879926,22.5346119,26.18001645,24.67771365,11.22405602,3.700504799,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1998,7,77.77853961,5.888679897,92.3899131,90.47675652,4.162565217,4931066175,4809552908,462,74594,2.34E+11,52425799685,22.29386997,26.1765598,24.68266467,11.21981535,1.426131523,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1998,7,85.63982913,-0.478875519,94.26744649,101.6750761,1.708173913,2465562223,2439928090,462,74594,2.34E+11,52425799685,21.6152344,26.1765598,24.68266467,11.21981535,0.535424913,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1998,7,77.32671933,9.989670841,92.49920652,90.23055217,41.20152174,5527239438,5826292755,462,74594,2.34E+11,52425799685,22.48564674,26.1765598,24.68266467,11.21981535,3.718475191,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1998,7,55.77350111,10.05842518,130.7496312,94.61615217,41.63,7026626302,6660842456,462,74594,2.34E+11,52425799685,22.61951181,26.1765598,24.68266467,11.21981535,3.728821061,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1998,8,77.32377479,7.553636678,92.5964981,90.581455,41.60809524,5483191685,5764028381,463,75707,2.38E+11,52828884957,22.47490244,26.19690837,24.69032394,11.23462591,3.728294745,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1998,8,78.01638058,5.73496797,92.09466317,90.18065571,4.201190476,4738683716,4722158011,463,75707,2.38E+11,52828884957,22.27553174,26.19690837,24.69032394,11.23462591,1.435367932,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1998,8,85.51330269,-0.965235394,92.27151356,99.4730919,1.755333333,2450953234,2394823143,463,75707,2.38E+11,52828884957,21.59657522,26.19690837,24.69032394,11.23462591,0.562658772,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1998,8,56.01013839,10.00198234,127.6118342,93.03667024,43.00657143,6858659140,6309427708,463,75707,2.38E+11,52828884957,22.56531081,26.19690837,24.69032394,11.23462591,3.761352928,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1998,9,85.43320797,-1.263734052,91.65911361,98.0243975,1.723681818,2845644608,2600382397,464,76107,2.38E+11,53902114082,21.67892435,26.19498385,24.71043554,11.23989552,0.544462595,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1998,9,56.27705628,9.911291206,122.8756796,89.29940523,43.68454545,7369559259,6474849994,464,76107,2.38E+11,53902114082,22.59119128,26.19498385,24.71043554,11.23989552,3.776994389,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1998,9,77.15496494,6.805097493,92.93810386,90.26448091,40.35840909,5671284640,5943095846,464,76107,2.38E+11,53902114082,22.50549602,26.19498385,24.71043554,11.23989552,3.697799777,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1998,9,78.16172467,5.628391836,98.66432997,96.36168795,3.806636364,4677931361,4643792740,464,76107,2.38E+11,53902114082,22.25879727,26.19498385,24.71043554,11.23989552,1.336745955,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1998,10,56.51705807,9.857865364,121.8661679,88.61159955,42.53454545,6795671454,5905207228,465,77880,2.40E+11,54883928559,22.49910038,26.20300529,24.7284864,11.26292446,3.75031658,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1998,10,78.24086489,5.181221593,95.52305037,93.18535273,3.799090909,4910815389,4720454836,465,77880,2.40E+11,54883928559,22.275171,26.20300529,24.7284864,11.26292446,1.334761804,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1998,10,85.29971677,-1.46692054,93.61727368,99.67938136,1.635772727,2494780202,2388979587,465,77880,2.40E+11,54883928559,21.59413216,26.20300529,24.7284864,11.26292446,0.492115309,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1998,10,77.1273531,5.741160574,94.58907682,91.34172773,38.08772727,5998521944,6000919301,465,77880,2.40E+11,54883928559,22.51517851,26.20300529,24.7284864,11.26292446,3.639892111,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1998,11,78.68287995,5.675288213,95.15026313,93.38965024,3.799571429,4627304398,4710596404,466,77912,2.40E+11,55188411018,22.27308036,26.20237819,24.73401882,11.26333526,1.334888278,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1998,11,76.96379591,4.59500478,98.67032857,94.94229119,36.43642857,5804279005,5903771419,466,77912,2.40E+11,55188411018,22.49885721,26.20237819,24.73401882,11.26333526,3.595569059,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1998,11,57.32117623,10.5604707,129.4158999,95.91591405,39.85380952,6809668717,6231701408,466,77912,2.40E+11,55188411018,22.55291523,26.20237819,24.73401882,11.26333526,3.685217997,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1998,11,85.49356921,-1.313127253,93.48090927,99.43942357,1.639285714,2499691309,2488989612,466,77912,2.40E+11,55188411018,21.63514269,26.20237819,24.73401882,11.26333526,0.494260607,SGP
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1998,12,85.30552073,-1.428494782,91.97978848,97.73791804,1.651913043,2865102538,2664478902,467,76867,2.41E+11,56052914510,21.70327434,26.20603092,24.74956198,11.24983193,0.501934037,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1998,12,77.06716452,4.355239657,98.39999261,94.35375478,36.23434783,5667147485,5910654780,467,76867,2.41E+11,56052914510,22.50002245,26.20603092,24.74956198,11.24983193,3.590007504,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1998,12,57.26510105,9.796796043,131.144876,96.95065565,38.9576087,6571715237,5860633488,467,76867,2.41E+11,56052914510,22.49152354,26.20603092,24.74956198,11.24983193,3.662474098,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1998,12,78.72535445,5.225215534,94.3328103,92.90277326,3.800043478,4910815389,4718824142,467,76867,2.41E+11,56052914510,22.27482548,26.20603092,24.74956198,11.24983193,1.335012508,MYS
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1999,1,79.1702628,5.181374929,94.42507041,93.30441643,3.8,4424796547,4577605079,468,77781,2.42E+11,55372029125,22.24444179,26.21074815,24.73734041,11.26165246,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1999,1,85.61313089,-0.661323995,89.30267294,95.69439548,1.678571429,2480233379,2589486600,468,77781,2.42E+11,55372029125,21.67472547,26.21074815,24.73734041,11.26165246,0.517943092,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1999,1,58.01314402,10.55589989,133.2532777,100.403219,38.29428571,6788672822,6522064356,468,77781,2.42E+11,55372029125,22.59845678,26.21074815,24.73734041,11.26165246,3.645300687,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1999,1,77.03645522,3.273102466,97.08999833,93.35707167,36.59380952,6224145836,6098279356,468,77781,2.42E+11,55372029125,22.5312725,26.21074815,24.73734041,11.26165246,3.599879087,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1999,2,85.45874541,-0.98715621,89.38489816,95.72109425,1.6996,2411975208,2692235792,469,79842,2.43E+11,55761244110,21.71363783,26.21589393,24.74434492,11.28780496,0.530392929,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1999,2,57.97164839,9.055043355,133.7582881,100.3174565,38.81125,6753679663,6383730714,469,79842,2.43E+11,55761244110,22.57701851,26.21589393,24.74434492,11.28780496,3.658710153,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1999,2,76.97897917,2.488452299,97.29182875,93.578191,37.0605,5860477434,5710419444,469,79842,2.43E+11,55761244110,22.46555832,26.21589393,24.74434492,11.28780496,3.612551712,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1999,2,79.02000271,3.850392816,95.8457225,94.8939395,3.8,4677931361,4915194677,469,79842,2.43E+11,55761244110,22.3155972,26.21589393,24.74434492,11.28780496,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1999,3,85.32989739,-0.519663301,88.93654677,94.96754609,1.729434783,3147770938,2751340926,470,79569,2.43E+11,55256657044,21.73535424,26.21750458,24.73525466,11.28437985,0.54779464,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1999,3,79.13469413,3.008679103,97.42309332,96.07884783,3.8,5082947063,5002587559,470,79569,2.43E+11,55256657044,22.33322113,26.21750458,24.73525466,11.28437985,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1999,3,57.94361079,7.783456764,135.3922597,101.0817057,38.88065217,7222587992,6391504610,470,79569,2.43E+11,55256657044,22.57823554,26.21750458,24.73525466,11.28437985,3.660496753,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1999,3,76.81149618,1.310317117,97.6917787,93.6857413,37.49934783,6611298686,5913655457,470,79569,2.43E+11,55256657044,22.50053,26.21750458,24.73525466,11.28437985,3.624323542,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1999,4,58.03220959,7.176884838,137.3307681,102.3098164,38.2325,6683693345,6554800813,471,80801,2.44E+11,56025923291,22.60346357,26.22034786,24.74908034,11.29974462,3.643685939,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1999,4,85.55044807,-0.319194979,89.87264035,95.90242818,1.713045455,2606927507,2700818515,471,80801,2.44E+11,56025923291,21.71682072,26.22034786,24.74908034,11.29974462,0.538272754,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1999,4,79.19477377,2.844688361,97.23725124,95.75092,3.8,5184200988,5085847533,471,80801,2.44E+11,56025923291,22.34972753,26.22034786,24.74908034,11.29974462,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1999,4,76.74634007,0.525986215,97.3787575,92.80210955,37.59113636,5234776286,5828666647,471,80801,2.44E+11,56025923291,22.48605411,26.22034786,24.74908034,11.29974462,3.626768288,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1999,5,58.17576206,5.865425825,139.1801398,103.8777462,37.82595238,6970637248,6407625930,472,83200,2.46E+11,56490049058,22.58075467,26.22717352,24.75733034,11.32900263,3.632995438,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1999,5,76.29996492,-0.638099277,99.2711119,94.21488786,37.0152381,5545578840,5529236287,472,83200,2.46E+11,56490049058,22.43331554,26.22717352,24.75733034,11.32900263,3.611329668,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1999,5,79.450811,3.013003635,97.3614666,96.17258,3.800095238,5163950203,5122870067,472,83200,2.46E+11,56490049058,22.35698068,26.22717352,24.75733034,11.32900263,1.335026129,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1999,5,85.74662209,0.145061143,90.37604517,96.2799831,1.713,2743319517,2737584221,472,83200,2.46E+11,56490049058,21.7303417,26.22717352,24.75733034,11.32900263,0.538246219,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1999,6,58.28454792,5.000505102,138.9581751,104.1799909,37.88295455,6921646826,6142145446,473,85868,2.45E+11,56801738421,22.53843994,26.22552026,24.76283277,11.36056651,3.634501263,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1999,6,85.6618842,0.127540637,90.68483486,96.52587636,1.71,3103943971,2939186902,473,85868,2.45E+11,56801738421,21.80139882,26.22552026,24.76283277,11.36056651,0.536493371,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1999,6,79.51175119,2.053910047,97.3765265,96.07993727,3.800045455,5123448633,5287713714,473,85868,2.45E+11,56801738421,22.3886518,26.22552026,24.76283277,11.36056651,1.335013028,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1999,6,76.32062885,-1.168057796,99.49447455,94.41103273,36.90704545,5671054908,5794370594,473,85868,2.45E+11,56801738421,22.4801527,26.22552026,24.76283277,11.36056651,3.608402467,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1999,7,79.68176998,2.446986518,96.90116567,95.96783182,3.800090909,5356332662,5226599532,474,87186,2.47E+11,57274116811,22.37702672,26.23183478,24.77111465,11.37579905,1.33502499,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1999,7,85.78028509,0.164007753,91.54724105,97.51311159,1.695318182,2908991672,2889334065,474,87186,2.47E+11,57274116811,21.78429189,26.23183478,24.77111465,11.37579905,0.527870441,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1999,7,58.44043694,4.781725684,137.3426708,102.7582302,38.29886364,6466735760,6124369518,474,87186,2.47E+11,57274116811,22.53554165,26.23183478,24.77111465,11.37579905,3.645420226,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1999,7,76.53995033,-1.017460722,98.65400818,93.85178614,37.09840909,5474496740,5774994972,474,87186,2.47E+11,57274116811,22.47680322,26.23183478,24.77111465,11.37579905,3.613574087,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1999,8,79.72809673,2.194047118,95.73890584,94.45637977,3.800136364,5356332662,5346821916,475,87837,2.48E+11,57820997088,22.39976819,26.23608391,24.78061782,11.3832381,1.335036951,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1999,8,76.55755968,-0.990917883,94.86316636,90.35629977,38.03977273,5491367926,5757923355,475,87837,2.48E+11,57820997088,22.47384272,26.23608391,24.78061782,11.3832381,3.638632263,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1999,8,85.83368157,0.374653852,91.33381391,97.27619477,1.678863636,2923600661,2872777323,475,87837,2.48E+11,57820997088,21.77854511,26.23608391,24.78061782,11.3832381,0.518117158,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1999,8,58.64455061,4.703456009,131.5440434,98.81326114,39.35709091,6578713869,6052079871,475,87837,2.48E+11,57820997088,22.52366783,26.23608391,24.78061782,11.3832381,3.67267616,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1999,9,85.80117937,0.430712374,90.151021,95.39981591,1.696136364,3254944970,3001335554,476,88512,2.47E+11,58315065717,21.82232321,26.23188381,24.78912631,11.39089342,0.528352937,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1999,9,59.02922639,4.89039458,127.6698715,95.9687625,40.25568182,7012629039,6164388543,476,88512,2.47E+11,58315065717,22.54205479,26.23188381,24.78912631,11.39089342,3.695251157,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1999,9,76.6142001,-0.700881447,89.39023545,84.95547636,39.98022727,5687779923,5968033833,476,88512,2.47E+11,58315065717,22.50968337,26.23188381,24.78912631,11.39089342,3.688385014,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1999,9,79.78857431,2.081389127,95.25128101,93.64820568,3.8,5649969046,5607040111,476,88512,2.47E+11,58315065717,22.44728881,26.23188381,24.78912631,11.39089342,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1999,10,76.73202595,-0.512564141,90.02051857,85.41962286,39.405,5743530343,5741364552,477,89923,2.50E+11,58933071875,22.47096275,26.24505002,24.79966826,11.40670903,3.673892712,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1999,10,59.32754637,4.972814224,127.0036383,95.65431667,40.27261905,7054620829,6123915113,477,89923,2.50E+11,58933071875,22.53546745,26.24505002,24.79966826,11.40670903,3.69567181,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1999,10,79.86545198,2.076392034,94.35893721,92.71533333,3.8,5589216691,5368556091,477,89923,2.50E+11,58933071875,22.40382482,26.24505002,24.79966826,11.40670903,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1999,10,85.73733575,0.513036852,90.81591689,95.81175619,1.675238095,3099032864,2965543774,477,89923,2.50E+11,58933071875,21.81032625,26.24505002,24.79966826,11.40670903,0.515955302,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1999,11,59.33876141,3.51979026,125.9014705,95.59863205,40.38863636,6564716605,5975856457,478,90984,2.51E+11,59711777519,22.51099326,26.24983866,24.81279512,11.41843895,3.698548467,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1999,11,79.96049006,1.623745998,94.35859384,93.13845795,3.8,5649969046,5740166948,478,90984,2.51E+11,59711777519,22.47075413,26.24983866,24.81279512,11.41843895,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1999,11,77.01733189,0.069559948,91.71359977,87.27406045,38.74568182,5802276494,5897258358,478,90984,2.51E+11,59711777519,22.49775339,26.24983866,24.81279512,11.41843895,3.657019313,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1999,11,85.80001857,0.358447272,91.45907731,96.46275023,1.670772727,2991796666,2996587665,478,90984,2.51E+11,59711777519,21.82074003,26.24983866,24.81279512,11.41843895,0.51328623,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1999,12,80.70039914,2.508778406,94.15030354,93.80306152,3.8,5832226112,5607768414,479,93115,2.53E+11,60393243608,22.44741869,26.257424,24.82414307,11.44159057,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,1999,12,77.5093903,0.573818676,92.85747565,88.44890848,38.19934783,5404438458,5635331240,479,93115,2.53E+11,60393243608,22.45232177,26.257424,24.82414307,11.44159057,3.642818443,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,1999,12,85.88359567,0.677652438,90.99596197,95.95515935,1.674347826,3074663826,2855551007,479,93115,2.53E+11,60393243608,21.77253066,26.257424,24.82414307,11.44159057,0.515423732,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,1999,12,59.44866878,3.813086309,125.2430431,94.99833152,40.56304348,6991633143,6249718367,479,93115,2.53E+11,60393243608,22.55580224,26.257424,24.82414307,11.44159057,3.702857393,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2000,1,80.4619023,1.631470525,94.70233262,93.84049238,3.8,5558840513,5764358979,480,93900,2.53E+11,61038208638,22.47495979,26.25759604,24.83476588,11.44998567,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2000,1,86.23647676,0.728096103,90.27566132,96.2270819,1.675714286,3186748965,3248773626,480,93900,2.53E+11,61038208638,21.90154342,26.25759604,24.83476588,11.44998567,0.516239514,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2000,1,59.29053675,2.201902258,126.263607,95.55047905,40.45595238,6382752179,6174086710,480,93900,2.53E+11,61038208638,22.54362681,26.25759604,24.83476588,11.44998567,3.700213787,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2000,1,77.59992817,0.73143676,95.3511619,90.98580929,37.37785714,5910711056,5955034293,480,93900,2.53E+11,61038208638,22.5075028,26.25759604,24.83476588,11.44998567,3.621078474,THA
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2000,2,77.76387785,1.019627286,95.90912405,91.63183238,37.76452381,5888713620,5909259134,481,95901,2.54E+11,61496158594,22.4997863,26.26036586,24.84224055,11.47107169,3.631370138,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2000,2,86.70079398,1.453389658,90.0214845,96.01980548,1.702619048,2645905533,3007118240,481,95901,2.54E+11,61496158594,21.82424806,26.26036586,24.84224055,11.47107169,0.532167682,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2000,2,59.46436983,2.57491633,127.5754793,96.40417476,40.62428571,6543720710,6209766359,481,95901,2.54E+11,61496158594,22.54938911,26.26036586,24.84224055,11.47107169,3.704366058,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2000,2,80.36757654,1.705357859,96.11472057,95.09429976,3.8,5771473757,6048894182,481,95901,2.54E+11,61496158594,22.52314131,26.26036586,24.84224055,11.47107169,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2000,3,59.64829644,2.941973445,126.1174305,95.20475522,40.95173913,6914648194,6121529573,482,99176,2.55E+11,61607238102,22.53507783,26.26416768,24.8440452,11.50465133,3.712394279,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2000,3,77.8364251,1.334343128,95.19747087,90.81807783,37.8976087,6659723752,6059716901,482,99176,2.55E+11,61607238102,22.52492892,26.26416768,24.8440452,11.50465133,3.634888015,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2000,3,80.47212007,1.69006268,96.11112318,94.73921304,3.8,6186614851,6058623142,482,99176,2.55E+11,61607238102,22.52474841,26.26416768,24.8440452,11.50465133,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2000,3,86.37577193,1.22568358,89.24422909,94.79776565,1.715217391,3264705018,2854516211,482,99176,2.55E+11,61607238102,21.77216821,26.26416768,24.8440452,11.50465133,0.539539831,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2000,4,59.96456048,3.329790318,125.2758451,94.9785955,41.2096,6151797330,6016565983,483,99242,2.57E+11,62218819374,22.5177825,26.27149577,24.85392335,11.50531659,3.718671239,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2000,4,86.50113758,1.111261872,89.71618472,95.3773205,1.70915,2855404656,2953369699,483,99242,2.57E+11,62218819374,21.80621263,26.27149577,24.85392335,11.50531659,0.535996171,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2000,4,77.48328574,0.960235583,95.234528,90.542612,37.97695,5468562592,6078293417,483,99242,2.57E+11,62218819374,22.52798981,26.27149577,24.85392335,11.50531659,3.636979397,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2000,4,80.4993427,1.647291687,96.19394256,94.8331435,3.8,6105611711,6001567174,483,99242,2.57E+11,62218819374,22.51528647,26.27149577,24.85392335,11.50531659,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2000,5,80.57748505,1.418077475,97.90116532,96.57467609,3.8,6267617992,6233235393,484,99651,2.57E+11,62909618846,22.55316136,26.27308943,24.86496491,11.50942936,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2000,5,60.15745912,3.406396391,125.4324987,95.2230713,41.86043478,6963638616,6375567090,484,99651,2.57E+11,62909618846,22.57573888,26.27308943,24.86496491,11.50942936,3.734341104,PHL
,,,,,,,,,,,,,,,,,,,,
