country,countrycode,year,month,cpi_sa,cpi_yoy_nsa,exchange_rate_neer,exchange_rate_reer,exchnage_rate_vs_usd,ind_prod_const,ind_prod_const_sa,time,usa_imp_sa,usa_ip_sa,chn_ip_sa,ln_ip,ln_usa_ip,ln_chn_ip,ln_usa_imports,ln_er_usd,cc
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2002,7,79.68560773,0.216651607,91.87705261,86.83629522,41.23326087,6672922214,7355482713,510,97197,2.51E+11,79183358254,22.71871182,26.24752658,25.09503199,11.48449513,3.719245233,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2002,7,66.96947267,2.518584648,105.7723492,85.86846913,50.63434783,6620705659,6143867963,510,97197,2.51E+11,79183358254,22.53872034,26.24752658,25.09503199,11.48449513,3.924630157,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2002,8,83.70473037,2.050510688,100.4421472,100.3151255,3.8005,6399248095,6358970549,511,99721,2.51E+11,79979459151,22.57313234,26.24751371,25.10503568,11.51013157,1.335132637,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2002,8,79.54442969,0.402404407,90.55926864,85.55191318,42.16431818,6958888882,7340660703,511,99721,2.51E+11,79979459151,22.71669469,26.24751371,25.10503568,11.51013157,3.741574323,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2002,8,87.46227423,-0.437379423,91.4439594,94.83584182,1.755045455,3235424874,3192103308,511,99721,2.51E+11,79979459151,21.88394588,26.24751371,25.10503568,11.51013157,0.562494757,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2002,8,67.29470875,2.869878279,104.0121628,84.66471818,51.79886364,6739682400,6156312903,511,99721,2.51E+11,79979459151,22.54074388,26.24751371,25.10503568,11.51013157,3.947368212,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2002,9,87.35315968,-0.423431649,91.20569027,94.26288571,1.767238095,3240335981,3074623485,512,99364,2.51E+11,81552632841,21.84644829,26.24893611,25.12451445,11.50654515,0.56941793,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2002,9,67.38555055,2.614680466,103.8264968,84.46749571,52.1602381,7152601674,6393774621,512,99364,2.51E+11,81552632841,22.57859064,26.24893611,25.12451445,11.50654515,3.954320482,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2002,9,83.80155479,2.016911389,100.844522,100.7725681,3.800380952,6500502021,6426448725,512,99364,2.51E+11,81552632841,22.58368792,26.24893611,25.12451445,11.50654515,1.335101312,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2002,9,79.90603467,0.513550082,89.62562333,84.85103286,42.83428571,6933591831,7281276955,512,99364,2.51E+11,81552632841,22.70857209,26.24893611,25.12451445,11.50654515,3.75733885,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2002,10,83.80379037,2.020074467,101.7684915,101.4131554,3.800391304,6642257516,6388552295,513,96860,2.50E+11,82455982977,22.57777352,26.24593997,25.13553045,11.48102192,1.335104036,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2002,10,80.35824207,1.338208637,88.75507978,84.29851826,43.65108696,7238256319,7350612202,513,96860,2.50E+11,82455982977,22.71804944,26.24593997,25.13553045,11.48102192,3.776228184,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2002,10,67.49882242,2.564714303,103.3050286,83.83527348,52.94195652,7383556523,6408141511,513,96860,2.50E+11,82455982977,22.58083513,26.24593997,25.13553045,11.48102192,3.969196153,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2002,10,87.32878302,-0.200310415,90.92193001,93.79485478,1.784869565,3284162949,3094893320,513,96860,2.50E+11,82455982977,21.85301927,26.24593997,25.13553045,11.48102192,0.57934534,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2002,11,67.50106543,2.414538277,101.8497547,82.2642081,53.33738095,7257581151,6431553846,514,102120,2.52E+11,83360885757,22.584482,26.25106752,25.14644504,11.53390387,3.976637417,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2002,11,87.52379626,0.233967883,91.43523972,94.1675969,1.764571429,3025925751,3047657909,514,102120,2.52E+11,83360885757,21.83763923,26.25106752,25.14644504,11.53390387,0.567907844,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2002,11,80.42537689,1.418787875,88.41501143,83.5790481,43.29595238,7376840166,7469145636,514,102120,2.52E+11,83360885757,22.73404646,26.25106752,25.14644504,11.53390387,3.768059152,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2002,11,83.76132282,1.53751742,101.0722368,100.5475436,3.800428571,6358746525,6472464537,514,102120,2.52E+11,83360885757,22.59082279,26.25106752,25.14644504,11.53390387,1.335113842,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2002,12,80.62328247,1.76597531,88.18990795,83.18438136,43.27045455,6884097600,7000849873,515,103460,2.50E+11,84588949385,22.66929739,26.24624503,25.16106947,11.54694034,3.767470059,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2002,12,67.7343382,2.4842191,100.9825417,81.91054318,53.47590909,7005630407,6337640524,515,103460,2.50E+11,84588949385,22.56977238,26.24624503,25.16106947,11.54694034,3.979231255,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2002,12,83.82050148,1.568886863,100.536576,100.0992748,3.800454545,6480251236,6303152975,515,103460,2.50E+11,84588949385,22.56431582,26.24624503,25.16106947,11.54694034,1.335120677,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2002,12,87.51915309,0.436937177,91.58758886,94.39019341,1.752,3454746210,3203851290,515,103460,2.50E+11,84588949385,21.88761945,26.24624503,25.16106947,11.54694034,0.560757993,SGP
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2003,1,87.67934253,0.667706209,91.18633733,94.09342522,1.735304348,3328052082,3285904555,516,102284,2.52E+11,86673579073,21.91290781,26.25203435,25.18541493,11.53550854,0.551182815,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2003,1,67.98106902,2.812171376,99.43840136,80.56325174,53.56,6424743970,6312851677,516,102284,2.52E+11,86673579073,22.56585334,26.25203435,25.18541493,11.53550854,3.980802521,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2003,1,83.93843579,1.63618789,99.08464685,98.65782848,3.8,6105611711,6289271261,516,102284,2.52E+11,86673579073,22.56211104,26.25203435,25.18541493,11.53550854,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2003,1,81.25693715,2.367617618,87.93362717,83.42779804,42.75869565,7366941320,7366976194,516,102284,2.52E+11,86673579073,22.72027317,26.25203435,25.18541493,11.53550854,3.755572582,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2003,2,87.70371918,0.597821745,90.65202635,93.254792,1.74555,2592256351,2983257053,517,101719,2.53E+11,87574565228,21.81628151,26.25521245,25.19575644,11.52996939,0.557069692,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2003,2,84.06334741,1.651476233,99.1420781,98.71675775,3.8,6500502021,6835518502,517,101719,2.53E+11,87574565228,22.64539816,26.25521245,25.19575644,11.52996939,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2003,2,80.97289079,2.105408233,87.6612315,82.92563975,42.9,7067776190,7086790271,517,101719,2.53E+11,87574565228,22.68149836,26.25521245,25.19575644,11.52996939,3.758871826,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2003,2,68.26929547,3.293626553,98.60248912,79.858795,54.125,6424743970,6172586273,517,101719,2.53E+11,87574565228,22.54338376,26.25521245,25.19575644,11.52996939,3.991296186,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2003,3,84.06339889,0.677070636,99.19175733,98.49137524,3.8,6561254376,6363943113,518,105340,2.52E+11,87943500258,22.57391401,26.25294798,25.1999604,11.56494849,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2003,3,87.85462228,0.765543869,90.3447875,93.14555381,1.754857143,3552222360,3373436153,518,105340,2.52E+11,87943500258,21.93919769,26.25294798,25.1999604,11.56494849,0.562387454,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2003,3,80.93431807,1.861271674,87.93751952,83.06479048,42.77542857,8191845170,7457940353,518,105340,2.52E+11,87943500258,22.73254512,26.25294798,25.1999604,11.56494849,3.755963839,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2003,3,68.56088644,3.051093168,97.73058626,79.31162381,54.51928571,7117608515,6405611347,518,105340,2.52E+11,87943500258,22.58044022,26.25294798,25.1999604,11.56494849,3.998554505,PHL
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2003,4,68.91640311,3.299880646,101.2303846,82.25966318,52.808,6536722078,6273118564,519,103175,2.50E+11,88196216644,22.55953945,26.24595178,25.2028299,11.54418185,3.966662694,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2003,4,88.03338441,0.863146695,89.07791214,91.93826364,1.777227273,3001556714,2983622275,519,103175,2.50E+11,88196216644,21.81640393,26.24595178,25.2028299,11.54418185,0.575054438,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2003,4,84.19769544,1.006997576,99.31634061,98.60467227,3.8,6662508302,6589373614,519,103175,2.50E+11,88196216644,22.60872413,26.24595178,25.2028299,11.54418185,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2003,4,81.00838714,1.528523973,87.60247455,83.00160364,42.91113636,7129369011,7929730509,519,103175,2.50E+11,88196216644,22.79388489,26.24595178,25.2028299,11.54418185,3.759131381,THA
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2003,5,81.16912246,1.757179474,87.22935636,83.11768727,42.18509091,7511024526,7565282633,520,102613,2.50E+11,89177917149,22.74683554,26.24615266,25.21389928,11.53871991,3.742066863,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2003,5,87.47504295,-0.087505303,89.45504636,91.8520725,1.7355,3074663826,3075658281,520,102613,2.50E+11,89177917149,21.84678479,26.24615266,25.21389928,11.53871991,0.551295556,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2003,5,69.183321,3.369807464,99.92270183,81.25663205,52.56613636,6921646826,6323209247,520,102613,2.50E+11,89177917149,22.56749271,26.24615266,25.21389928,11.53871991,3.962072117,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2003,5,84.27487187,0.992540014,97.23810424,96.88433955,3.8,7016897041,7011290350,520,102613,2.50E+11,89177917149,22.67078759,26.24615266,25.21389928,11.53871991,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2003,6,81.00707811,1.564696386,88.21362476,83.87171857,41.66895238,7583616065,7953201470,521,103398,2.51E+11,90825798013,22.79684039,26.24780757,25.2322092,11.5463409,3.729756304,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2003,6,69.41098625,3.889280559,98.13564462,80.5600381,53.41709524,6977635880,6243761076,521,103398,2.51E+11,90825798013,22.55484857,26.24780757,25.2322092,11.5463409,3.97813083,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2003,6,87.21386451,-0.325028523,89.21667135,91.44650238,1.735142857,3225726992,3118328414,521,103398,2.51E+11,90825798013,21.86056293,26.24780757,25.2322092,11.5463409,0.551089748,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2003,6,84.23249327,0.707139334,97.04724994,96.7789419,3.8,6480251236,6672159684,521,103398,2.51E+11,90825798013,22.62120944,26.24780757,25.2322092,11.5463409,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2003,7,84.33310265,0.801760405,97.64440597,97.55562391,3.8,7128276359,6942611524,522,105082,2.52E+11,92622883962,22.66094384,26.25212511,25.25180208,11.56249628,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2003,7,87.75827645,0.267904509,88.58875093,91.54144609,1.754478261,3103943971,3053744946,522,105082,2.52E+11,92622883962,21.83963453,26.25212511,25.25180208,11.56249628,0.562171525,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2003,7,69.41098625,3.645711224,98.02888379,80.39396783,53.77391304,6942642721,6407013816,522,105082,2.52E+11,92622883962,22.58065914,26.25212511,25.25180208,11.56249628,3.984788462,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2003,7,81.04395065,1.704627672,88.43795457,84.132355,41.7786087,7536321577,8291075308,522,105082,2.52E+11,92622883962,22.83844551,26.25212511,25.25180208,11.56249628,3.732384455,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2003,8,69.53435166,3.328111459,96.11375501,78.76995476,55.01714286,6928645457,6311213979,523,101990,2.51E+11,93965402067,22.56559388,26.25061101,25.26619249,11.53263005,4.007644825,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2003,8,84.47029725,0.914604073,98.12388675,97.6135581,3.8,6915643115,6846861711,523,101990,2.51E+11,93965402067,22.64705624,26.25061101,25.26619249,11.53263005,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2003,8,81.2902244,2.194741622,89.17791714,85.10511857,41.63414286,7306448371,7703794295,523,101990,2.51E+11,93965402067,22.76497881,26.25061101,25.26619249,11.53263005,3.728920572,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2003,8,87.86158704,0.456554342,89.15107855,92.04029381,1.752904762,3586289279,3562316925,523,101990,2.51E+11,93965402067,21.99367699,26.25061101,25.26619249,11.53263005,0.561274276,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2003,9,84.54682142,0.889323159,97.15509483,96.52879,3.8,7067524004,6991244619,524,105721,2.53E+11,95117589188,22.66792443,26.2565102,25.27837974,11.56855883,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2003,9,81.22182355,1.646670217,90.68168955,86.15805818,40.47786364,7927875938,8311441597,524,105721,2.53E+11,95117589188,22.84089891,26.2565102,25.27837974,11.56855883,3.700755248,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2003,9,87.95445048,0.688344651,88.66408214,91.42399795,1.746272727,3430377173,3155033250,524,105721,2.53E+11,95117589188,21.87226487,26.2565102,25.27837974,11.56855883,0.557483646,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2003,9,69.79341902,3.573271199,95.03441181,77.68774455,55.00627273,6690691977,6005680774,524,105721,2.53E+11,95117589188,22.51597165,26.2565102,25.27837974,11.56855883,4.007447228,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2003,10,81.40468866,1.302226825,90.52749522,85.93708239,39.70273913,8223741453,8367852235,525,107040,2.53E+11,96933967256,22.84766309,26.25799311,25.29729583,11.58095788,3.681420181,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2003,10,69.93584999,3.610474197,93.41537611,76.24066609,54.97695652,6809668717,5905520704,525,107040,2.53E+11,96933967256,22.49915346,26.25799311,25.29729583,11.58095788,4.006914125,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2003,10,84.44018789,0.75938991,95.38108785,94.79740891,3.8,7391536566,7119859582,525,107040,2.53E+11,96933967256,22.68615384,26.25799311,25.29729583,11.58095788,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2003,10,87.89408924,0.647330923,87.75293783,90.35132978,1.733826087,3907873541,3687101193,525,107040,2.53E+11,96933967256,22.0281064,26.25799311,25.29729583,11.58095788,0.550330577,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2003,11,81.89571945,1.828207234,90.07522,85.54225475,39.9045,7916877220,8014975838,526,107742,2.55E+11,98719070784,22.80457761,26.26568984,25.31554398,11.58749476,3.686489099,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2003,11,88.01365093,0.559681698,87.97456484,90.62963875,1.7285,3274402900,3234651699,526,107742,2.55E+11,98719070784,21.89718709,26.26568984,25.31554398,11.58749476,0.54725398,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2003,11,84.63845394,1.047179164,95.30159273,94.7742835,3.8,7108025574,7252558534,526,107742,2.55E+11,98719070784,22.70462014,26.26568984,25.31554398,11.58749476,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2003,11,70.14220667,3.912740081,92.70542802,75.7232305,55.41225,6697690609,5876811810,526,107742,2.55E+11,98719070784,22.49428024,26.26568984,25.31554398,11.58749476,4.014800688,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2003,12,84.84079168,1.21723227,94.24537331,93.63881065,3.8,7442163528,7253972460,527,111017,2.55E+11,1.00E+11,22.70481508,26.26490691,25.33189658,11.61743862,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2003,12,82.13170163,1.870947337,89.40042978,84.64749413,39.71573913,8625194660,8750714197,527,111017,2.55E+11,1.00E+11,22.89240116,26.26490691,25.33189658,11.61743862,3.681747561,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2003,12,70.39118049,3.922445195,91.67533098,74.92975739,55.45108696,6536722078,5911945306,527,111017,2.55E+11,1.00E+11,22.50024077,26.26490691,25.33189658,11.61743862,4.015501316,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2003,12,88.17151878,0.745397634,87.95889541,90.44760391,1.710347826,3479053082,3194355512,527,111017,2.55E+11,1.00E+11,21.88465119,26.26490691,25.33189658,11.61743862,0.536696757,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2004,1,70.83641747,4.200211165,90.60782461,74.3123975,55.54727273,6389750811,6280899211,528,110890,2.56E+11,1.01E+11,22.56077899,26.26752412,25.33581714,11.616294,4.017234419,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2004,1,82.49392334,1.522314561,89.82170364,85.12424864,39.12354545,8225941196,8203924688,528,110890,2.56E+11,1.01E+11,22.8278785,26.26752412,25.33581714,11.616294,3.666724471,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2004,1,88.87728096,1.366272142,87.62234156,90.11561023,1.697636364,3542462312,3826068258,528,110890,2.56E+11,1.01E+11,22.06510355,26.26752412,25.33581714,11.616294,0.529236909,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2004,1,84.78223065,1.005254456,93.20454505,92.34739773,3.8,7361160388,7541322203,528,110890,2.56E+11,1.01E+11,22.74366336,26.26752412,25.33581714,11.616294,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2004,2,89.32418628,1.847660645,88.07762723,91.695781,1.68655,3328052082,3438506584,529,113977,2.57E+11,1.02E+11,21.95830308,26.27347831,25.34682272,11.64375195,0.522685022,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2004,2,71.06296122,4.09212623,89.49613194,73.53636925,56.1315,6368754915,6167024180,529,113977,2.57E+11,1.02E+11,22.54248225,26.27347831,25.34682272,11.64375195,4.027697152,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2004,2,82.88408046,2.36028337,89.8199545,85.65071175,39.082,8247938632,8259727000,529,113977,2.57E+11,1.02E+11,22.83465737,26.27347831,25.34682272,11.64375195,3.665662003,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2004,2,84.83099662,0.913179457,92.96690291,92.20545225,3.8,7199154107,7627517032,529,113977,2.57E+11,1.02E+11,22.75502821,26.27347831,25.34682272,11.64375195,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2004,3,71.45773053,4.225213878,89.98365389,74.03563348,56.32021739,6592711132,5976543268,530,118678,2.56E+11,1.04E+11,22.51110819,26.26852245,25.37196266,11.68416922,4.031053572,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2004,3,84.93533228,1.037233093,93.94677755,92.76936217,3.8,7847179231,7579516088,530,118678,2.56E+11,1.04E+11,22.74871519,26.26852245,25.37196266,11.68416922,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2004,3,89.0548823,1.366188809,88.26351095,90.91576043,1.699826087,3571680290,3342940096,530,118678,2.56E+11,1.04E+11,21.93011652,26.26852245,25.37196266,11.68416922,0.530525944,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2004,3,82.99745713,2.549152337,89.9485813,85.78743565,39.44943478,8641692737,7881130453,530,118678,2.56E+11,1.04E+11,22.78773719,26.26852245,25.37196266,11.68416922,3.67501972,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2004,4,71.86595788,4.27990236,90.55631908,74.49721045,55.97409091,6410746706,6114343166,531,118542,2.57E+11,1.05E+11,22.53390319,26.27301101,25.37446288,11.68302261,4.024888921,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2004,4,83.00314884,2.46241379,90.03636364,85.89580682,39.43318182,7733198630,8636520780,531,118542,2.57E+11,1.05E+11,22.87926565,26.27301101,25.37446288,11.68302261,3.67460764,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2004,4,89.17328319,1.294848297,89.14020404,92.047095,1.6845,3649636343,3637004875,531,118542,2.57E+11,1.05E+11,22.01442634,26.27301101,25.37446288,11.68302261,0.521468784,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2004,4,85.05948128,1.023526646,93.93996665,92.64206727,3.8,7644671379,7577990718,531,118542,2.57E+11,1.05E+11,22.74851392,26.27301101,25.37446288,11.68302261,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2004,5,89.38570832,2.184240558,89.07458066,91.85305929,1.711190476,3678916488,3734032252,532,120671,2.59E+11,1.05E+11,22.04075452,26.28093274,25.37524548,11.70082311,0.537189313,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2004,5,85.20385377,1.102323714,95.4283186,94.10389429,3.8,7695298342,7703268161,532,120671,2.59E+11,1.05E+11,22.76491051,26.28093274,25.37524548,11.70082311,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2004,5,72.28652177,4.485475295,92.08874734,75.98052381,55.82738095,6508727551,5962488005,532,120671,2.59E+11,1.05E+11,22.50875368,26.28093274,25.37524548,11.70082311,4.022264447,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2004,5,83.10057907,2.379546007,88.94872024,85.0746119,40.54319048,8437116582,8530826480,532,120671,2.59E+11,1.05E+11,22.86695208,26.28093274,25.37524548,11.70082311,3.702367837,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2004,6,85.32665274,1.298975525,94.78102401,93.59643545,3.8,7634545987,7792623937,533,124355,2.57E+11,1.05E+11,22.77644347,26.27269622,25.3759867,11.73089566,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2004,6,83.45424608,3.02093105,87.73781318,84.01103636,40.8025,8476711967,8904145042,533,124355,2.57E+11,1.05E+11,22.90978274,26.27269622,25.3759867,11.73089566,3.708743354,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2004,6,73.15120113,5.388505599,91.08674559,76.06277818,56.00522727,6844661876,6165936440,533,124355,2.57E+11,1.05E+11,22.54230586,26.27269622,25.3759867,11.73089566,4.025445031,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2004,6,89.16631843,2.238696711,88.48940999,90.60540864,1.713636364,3839677535,3662266080,533,124355,2.57E+11,1.05E+11,22.02134794,26.27269622,25.3759867,11.73089566,0.538617641,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2004,7,73.8970011,6.462975231,90.96339476,76.90715591,55.92795455,6599709764,6051501428,534,122979,2.59E+11,1.07E+11,22.52357225,26.28033813,25.39940739,11.71976889,4.024064336,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2004,7,83.57477671,3.122782194,87.12917023,83.45153273,40.93363636,8368924530,9179745762,534,122979,2.59E+11,1.07E+11,22.94026535,26.28033813,25.39940739,11.71976889,3.71195213,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2004,7,85.48743721,1.368779902,94.48572357,93.33512727,3.8,7897806193,7715617659,534,122979,2.59E+11,1.07E+11,22.76651238,26.28033813,25.39940739,11.71976889,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2004,7,89.39847704,1.868998175,88.17432562,90.81161932,1.711909091,3664245333,3611439317,534,122979,2.59E+11,1.07E+11,22.00737223,26.28033813,25.39940739,11.71976889,0.537609175,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2004,8,83.70911449,2.975622351,86.33442364,82.80971591,41.49940909,8397521197,8828944852,535,124224,2.59E+11,1.09E+11,22.90130135,26.28109352,25.41650302,11.72984167,3.725679188,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2004,8,89.28471932,1.619743431,88.47001927,91.00216682,1.714227273,3732441338,3697083934,535,124224,2.59E+11,1.09E+11,22.03081022,26.28109352,25.41650302,11.72984167,0.538962409,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2004,8,85.60301034,1.340960229,94.88795847,93.61946091,3.8,7877555408,7773923604,535,124224,2.59E+11,1.09E+11,22.77404084,26.28109352,25.41650302,11.72984167,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2004,8,74.19756409,6.706343446,91.54207278,77.63694773,55.84340909,6361756284,5764837865,535,124224,2.59E+11,1.09E+11,22.47504287,26.28109352,25.41650302,11.72984167,4.022551508,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2004,9,89.56563124,1.831835399,89.30741851,91.89989432,1.695318182,3854286525,3517211978,536,124400,2.59E+11,1.11E+11,21.98093446,26.28196027,25.42954239,11.73125746,0.527870441,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2004,9,85.8829796,1.5803766,94.67230649,93.45403364,3.8,7725674520,7650952419,536,124400,2.59E+11,1.11E+11,22.75809598,26.28196027,25.42954239,11.73125746,1.335001067,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2004,9,84.11055388,3.556593795,86.26461091,82.83718682,41.45718182,8828670943,9212030248,536,124400,2.59E+11,1.11E+11,22.9437761,26.28196027,25.42954239,11.73125746,3.724661131,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2004,9,74.81326963,7.192441188,90.70752942,77.06049773,56.21954545,6781674190,6118602252,536,124400,2.59E+11,1.11E+11,22.53459952,26.28196027,25.42954239,11.73125746,4.02926448,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2004,10,84.14377705,3.364779647,85.82584024,82.10956167,41.28952381,9135535175,9310979241,537,128810,2.62E+11,1.13E+11,22.9544601,26.29141239,25.44685824,11.76609373,3.720608807,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2004,10,75.29439472,7.662085665,89.86233189,76.1810369,56.33095238,6844661876,5930494115,537,128810,2.62E+11,1.13E+11,22.50337337,26.29141239,25.44685824,11.76609373,4.03124416,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2004,10,89.43330083,1.751211717,89.61463466,91.79153619,1.676952381,3956611615,3766050069,537,128810,2.62E+11,1.13E+11,22.04929256,26.29141239,25.44685824,11.76609373,0.516978087,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2004,10,86.49680709,2.435592871,93.89257634,92.94194619,3.8,7948433156,7686826683,537,128810,2.62E+11,1.13E+11,22.76277388,26.29141239,25.44685824,11.76609373,1.335001067,MYS
